Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Alperen Şengün\sengual01,C,19,HOU,67,1324,16.2,0.551,0.214,0.459,10,19.3,14.6,19.1,2.1,4.3,19,22.5,,0.6,1.3,1.9,0.067,,-1.6,0.8,-0.9,0.4
Collin Sexton\sextoco01,SG,23,CLE,11,316,11.3,0.523,0.298,0.258,4.6,7.8,6.3,12,1.6,0,15.6,27.9,,-0.3,0.3,0,-0.003,,-3.4,-0.7,-4.1,-0.2
Landry Shamet\shamela01,SG,24,PHO,61,1262,10.3,0.554,0.7,0.19,1.3,8,4.8,9.8,1,0.5,7.5,16.4,,1.1,1.3,2.4,0.091,,-0.7,-0.3,-1,0.3
Day'Ron Sharpe\sharpda01,PF,20,BRK,32,391,20.8,0.593,0.047,0.275,23.1,21.7,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.153,,-0.2,-2.5,-2.7,-0.1
Pascal Siakam\siakapa01,PF,27,TOR,61,2287,20,0.566,0.183,0.318,5.2,19.4,11.9,22.4,1.6,1.6,12,25.6,,4.3,2.7,7,0.146,,2.6,0.6,3.2,3
Chris Silva\silvach01,PF,25,TOT,10,91,11.7,0.641,0,0.8,16.3,28.1,22.3,10.7,0,1.2,28.3,13.8,,0.1,0.1,0.3,0.137,,-5,0,-4.9,-0.1
Chris Silva\silvach01,PF,25,MIN,1,3,3.9,,,,0,36.2,17.7,0,0,0,,0,,0,0,0,0.057,,-5.4,-0.7,-6.1,0
Chris Silva\silvach01,PF,25,MIA,9,88,11.9,0.641,0,0.8,16.9,27.9,22.5,11.1,0,1.2,28.3,14.3,,0.1,0.1,0.3,0.139,,-4.9,0,-4.9,-0.1
Marko Simonovic\simonma01,C,22,CHI,9,35,10.2,0.428,0.333,0.733,16.1,15.8,16,0,1.4,2.5,9.2,27.5,,0,0,0,-0.007,,-6.1,-5,-11,-0.1
Anfernee Simons\simonan01,SG,22,POR,57,1681,15.4,0.583,0.555,0.146,1.6,8.4,4.9,22.1,0.9,0.4,11.9,24.7,,2.2,0,2.2,0.062,,2,-2.7,-0.7,0.6
Jericho Sims\simsje01,PF,23,NYK,33,369,11,0.697,0,0.444,12,19.8,15.8,5.4,0.7,3.5,24.5,6.8,,0.5,0.4,0.9,0.12,,-2.8,0.5,-2.3,0
Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,0.2,0.15,0.7,0,0,25.2,12,4.9,5.4,3.3,0,15.9,,-0.1,0.1,-0.1,-0.137,,-10.9,2.1,-8.7,0
Javonte Smart\smartja01,PG,22,TOT,15,164,1.7,0.319,0.413,0.13,2.6,9.4,6.1,10.8,1.2,1.2,15.6,15.1,,-0.4,0.1,-0.3,-0.086,,-7.7,-1.2,-8.9,-0.3
Javonte Smart\smartja01,PG,22,MIL,13,160,2.5,0.34,0.419,0.14,2.7,9.7,6.3,11,1.2,1.2,16.5,14.6,,-0.4,0.1,-0.2,-0.069,,-7.2,-0.8,-8.1,-0.2
Javonte Smart\smartja01,PG,22,MIA,2,4,-30.2,0,0.333,0,0,0,0,0,0,0,0,33.4,,-0.1,0,-0.1,-0.786,,-27.2,-13.8,-41,0
Marcus Smart\smartma01,PG,27,BOS,63,2053,14,0.543,0.482,0.263,2,10.5,6.4,25.5,2.6,0.7,15.9,17.8,,2.1,3.3,5.4,0.126,,-1.1,1.8,0.7,1.4
Dennis Smith Jr.\smithde03,PG,24,POR,37,638,13.3,0.474,0.143,0.339,3.3,12.1,7.6,30.4,3.4,1.8,19,18.2,,-0.1,0.6,0.5,0.035,,-2.8,1.1,-1.7,0.1
Ish Smith\smithis01,PG,33,TOT,56,921,12,0.461,0.157,0.07,2.9,11.1,7,29.7,1.9,1.8,15.3,19.8,,-0.3,0.7,0.4,0.019,,-2.5,-0.8,-3.4,-0.3
Ish Smith\smithis01,PG,33,CHO,37,511,9.7,0.434,0.135,0.103,2.2,9.7,5.9,26.2,1.9,1.9,15.7,19.1,,-0.4,0.3,-0.1,-0.009,,-3.7,-0.8,-4.5,-0.3
Ish Smith\smithis01,PG,33,WAS,19,410,14.7,0.493,0.181,0.031,3.8,13,8.5,34,1.9,1.6,14.7,20.6,,0.1,0.3,0.5,0.054,,-1.1,-0.9,-2,0
Jalen Smith\smithja04,PF,21,TOT,46,808,18.8,0.606,0.345,0.321,12.3,24.7,18.5,4.1,0.7,3.9,10.2,19.8,,1.6,1,2.7,0.158,,1.2,-1.1,0.1,0.4
Jalen Smith\smithja04,PF,21,PHO,29,382,16,0.547,0.285,0.38,16,22.9,19.6,2.1,0.8,4.2,12.1,20.6,,0.4,0.7,1.1,0.14,,-1.8,-0.5,-2.3,0
Jalen Smith\smithja04,PF,21,IND,17,426,21.2,0.659,0.397,0.269,9,26.2,17.5,5.8,0.7,3.7,8.4,19.2,,1.2,0.4,1.5,0.174,,3.8,-1.6,2.2,0.4
Xavier Sneed\sneedxa01,SF,24,TOT,5,22,2.5,0.375,1,0,4.7,14.4,9.7,0,0,0,0,7.7,,0,0,0,0.007,,-5.5,-2.4,-7.9,0
Xavier Sneed\sneedxa01,SF,24,MEM,2,8,-7.1,0,1,0,12.8,13.3,13,0,0,0,0,10.2,,0,0,0,-0.144,,-14.5,-5.6,-20,0
Xavier Sneed\sneedxa01,SF,24,UTA,3,14,7.9,0.75,1,0,0,15.1,7.8,0,0,0,0,6.2,,0,0,0,0.093,,-0.4,-0.6,-1,0
Tony Snell\snellto01,SG,30,TOT,49,776,5.9,0.535,0.778,0.02,2.1,12.4,7.1,4.4,0.9,1.1,10.4,9.6,,0.1,0.2,0.3,0.02,,-3.4,-0.8,-4.2,-0.4
Tony Snell\snellto01,SG,30,POR,38,546,5.3,0.503,0.773,0.031,2.1,12.7,7.2,5,0.7,1.3,10.1,8.6,,0,0.1,0.1,0.008,,-4,-1,-4.9,-0.4
Tony Snell\snellto01,SG,30,NOP,11,230,7.6,0.589,0.786,0,1.9,11.6,6.7,3,1.3,0.8,11.1,11.8,,0.1,0.1,0.2,0.048,,-2.2,-0.5,-2.6,0
Jaden Springer\sprinja01,SG,19,PHI,2,6,26.6,1,0,0,18.8,18.2,18.5,0,0,29.9,50,15,,0,0,0,0.14,,8.3,8.7,17.1,0
Cassius Stanley\stanlca01,SG,22,DET,9,155,8.1,0.516,0.37,0.217,3.3,10.2,6.6,3.9,1.6,1.2,10.6,15.6,,0,0.1,0.1,0.023,,-4.9,-1,-5.9,-0.2
Nik Stauskas\stausni01,SG,28,TOT,8,39,10.6,0.541,0.714,0.429,2.9,5.7,4.3,7.4,0,0,5.7,20.1,,0,0,0.1,0.079,,-0.9,-2.7,-3.7,0
Nik Stauskas\stausni01,SG,28,MIA,2,24,13.2,0.564,0.5,0.5,4.8,9.3,7.1,6.1,0,0,0,18.1,,0.1,0,0.1,0.143,,0.1,-1.3,-1.3,0
Nik Stauskas\stausni01,SG,28,BOS,6,15,6.3,0.509,1,0.333,0,0,0,9.6,0,0,12.7,23.2,,0,0,0,-0.024,,-2.5,-4.9,-7.5,0
Lance Stephenson\stephla01,SG-SF,31,TOT,39,708,13,0.527,0.295,0.214,1.7,15.9,8.7,28.8,1.5,0.4,16.8,22.4,,0.2,0.4,0.6,0.04,,-2,-1.5,-3.4,-0.2
Lance Stephenson\stephla01,SF,31,ATL,6,70,4.6,0.396,0.231,0.154,1.6,21.8,11.7,20,0,0,22.4,11.2,,-0.1,0,0,-0.025,,-6.5,-0.7,-7.1,-0.1
Lance Stephenson\stephla01,SG,31,IND,33,638,13.9,0.533,0.299,0.216,1.7,15.2,8.4,29.8,1.6,0.4,16.5,23.6,,0.3,0.4,0.6,0.047,,-1.5,-1.6,-3,-0.2
Lamar Stevens\stevela01,PF,24,CLE,55,831,11.3,0.544,0.205,0.221,5.4,12.1,8.8,6.9,1.6,1.5,11.1,17.3,,0.3,1.1,1.4,0.079,,-3,0.6,-2.5,-0.1
Isaiah Stewart\stewais01,C,20,DET,63,1624,13.7,0.545,0.064,0.217,12.7,24,18,6.2,0.6,3.9,14.3,14.8,,1.2,1.6,2.8,0.084,,-2.9,-0.8,-3.7,-0.7
Max Strus\strusma01,SF,25,MIA,62,1426,12.5,0.603,0.784,0.097,1.9,12.4,7.2,9,0.7,1,8.1,18.2,,1.8,1.4,3.2,0.108,,1.3,-0.7,0.6,0.9
Jalen Suggs\suggsja01,PG,20,ORL,46,1273,8.8,0.456,0.354,0.304,2.2,11.8,7,25.1,2.1,1.3,18.7,25.4,,-2.8,1.3,-1.5,-0.057,,-5.2,-0.4,-5.5,-1.1
Craig Sword\swordcr01,SG,28,WAS,3,19,14.3,0.75,0.25,0,0,0,0,7.8,10.4,0,20,11.7,,0,0,0.1,0.16,,-8.6,10,1.4,0
Keifer Sykes\sykeske01,PG,28,IND,29,518,4.7,0.423,0.463,0.091,1.7,7.8,4.7,14.7,0.9,0.7,14.6,17.6,,-0.7,0.1,-0.6,-0.059,,-5.2,-2.5,-7.8,-0.8
Jae'Sean Tate\tateja01,SF,26,HOU,71,1871,14.8,0.574,0.277,0.26,7.1,15.6,11.3,17.5,1.7,1.9,15.1,19.9,,1.9,1.1,3,0.077,,-1.1,-0.4,-1.4,0.3
Jayson Tatum\tatumja01,SF,23,BOS,70,2535,21.6,0.575,0.416,0.297,3.5,20.3,12.1,20.6,1.3,1.6,10.9,32.1,,4.5,4.2,8.8,0.166,,4.3,0.5,4.7,4.4
Terry Taylor\taylote01,SG,22,IND,26,512,20.1,0.672,0.139,0.222,15,15.3,15.1,9.3,0.6,1,8.4,15.9,,1.7,0.2,1.9,0.178,,2.6,-2.7,0,0.3
Garrett Temple\templga01,SG,35,NOP,56,1059,9,0.5,0.621,0.145,3,11.7,7.3,9.5,2,2.1,11.8,13.8,,0,1,1,0.044,,-2.6,0.5,-2.2,0
Emanuel Terry\terryem01,PF,25,PHO,3,18,-0.1,0,0,0,49.4,40.6,44.8,12.2,2.7,0,50,24,,-0.1,0,-0.1,-0.252,,-12.9,-5.4,-18.3,-0.1
Tyrell Terry\terryty01,PG,21,MEM,2,3,20.2,1,0,0,0,0,0,0,0,0,0,13.7,,0,0,0,0.224,,-3.4,2.4,-1,0
Jon Teske\teskejo01,C,24,MEM,3,8,1.5,0,0,2,0,26.5,13,13.8,6,0,0,9.6,,0,0,0,-0.08,,-8.5,3.6,-4.9,0
Daniel Theis\theisda01,C,29,TOT,39,761,12.5,0.583,0.419,0.257,6.1,19.9,13,6.3,1.1,3.3,13.6,16.1,,0.5,0.7,1.2,0.073,,-2.3,-0.1,-2.3,-0.1
Daniel Theis\theisda01,C,29,HOU,26,584,10.8,0.554,0.441,0.223,6,18.5,12.2,5.1,0.9,2.6,13.6,16.6,,0.1,0.3,0.4,0.029,,-2.5,-0.9,-3.4,-0.2
Daniel Theis\theisda01,C,29,BOS,13,177,18.1,0.693,0.326,0.395,6.2,24.4,15.5,10,1.7,5.7,13.7,14.6,,0.4,0.4,0.8,0.217,,-1.5,2.7,1.2,0.1
Brodric Thomas\thomabr01,SG,25,BOS,10,48,7,0.447,0.533,0.267,4.6,11,7.8,23.7,0,1.9,19.3,19.1,,0,0.1,0,0.004,,-5.2,-0.3,-5.5,0
Cam Thomas\thomaca02,SG,20,BRK,62,1120,12,0.518,0.348,0.193,1.6,12.7,7.3,10,1.4,0.6,8.8,22.3,,0,0.7,0.8,0.034,,-1.7,-1.5,-3.2,-0.3
Isaiah Thomas\thomais02,PG,32,TOT,14,236,12.2,0.513,0.518,0.175,1.3,6.8,4,17.2,1,1.2,7.5,24.1,,0.1,0.1,0.2,0.035,,-1.5,-2.4,-3.8,-0.1
Isaiah Thomas\thomais02,PG,32,LAL,4,101,3.3,0.422,0.564,0.282,1.1,7.4,4.2,8.1,0,1.8,10.2,20.8,,-0.2,0,-0.2,-0.081,,-6,-2.5,-8.4,-0.2
Isaiah Thomas\thomais02,PG,32,DAL,1,13,12.7,0.375,0.375,0,0,0,0,53.2,0,0,0,27.7,,0,0,0,0.007,,-0.6,-3.7,-4.3,0
Isaiah Thomas\thomais02,PG,32,CHO,9,122,19.5,0.585,0.507,0.134,1.7,7,4.3,20.9,2,0.8,6.6,26.4,,0.3,0.1,0.3,0.133,,2.1,-2.1,0,0.1
Matt Thomas\thomama02,SG,27,CHI,40,459,9.9,0.564,0.679,0.149,0.7,11.4,6.1,5.8,0.8,0.6,5.3,14.5,,0.3,0.2,0.6,0.061,,-1.1,-1.5,-2.6,-0.1
Klay Thompson\thompkl01,SG,31,GSW,27,767,16.3,0.536,0.514,0.095,2.1,12.9,7.6,16,1,2.1,6.9,28.7,,0.4,1,1.4,0.089,,2.5,-1.3,1.2,0.6
Tristan Thompson\thomptr01,PF,30,TOT,49,774,14.7,0.54,0.013,0.446,14.2,21,17.6,5.6,1.4,2,13.4,17.9,,0.6,0.7,1.3,0.082,,-1.9,-1.3,-3.2,-0.2
Tristan Thompson\thomptr01,PF,30,SAC,30,455,15.1,0.521,0.007,0.397,17,21.6,19.2,5.9,1.2,2.3,14.1,19.4,,0.3,0.3,0.6,0.067,,-1.9,-1.8,-3.7,-0.2
Tristan Thompson\thomptr01,PF,30,IND,4,66,12.6,0.527,0,0.333,11.6,18.6,15.1,4.7,0,2.6,12.7,20.5,,0,0,0,0.019,,-3.2,-3.5,-6.8,-0.1
Tristan Thompson\thomptr01,PF,30,CHI,15,253,14.6,0.589,0.034,0.621,9.8,20.6,15.3,5.3,2.1,1.4,11.9,14.6,,0.4,0.3,0.7,0.125,,-1.5,0.2,-1.2,0
JT Thor\thorjt01,PF,19,CHO,29,246,10.4,0.532,0.481,0.296,4.6,12.7,8.6,9.4,1.6,3.8,11.6,11.9,,0.2,0.2,0.4,0.072,,-2.7,0.1,-2.6,0
Matisse Thybulle\thybuma01,SG,24,PHI,58,1492,11.3,0.597,0.489,0.143,2.6,7.5,5.1,5.8,3.4,3.8,11.1,9.8,,1,2.3,3.3,0.107,,-2.2,3.3,1.1,1.2
Killian Tillie\tilliki02,C,23,MEM,36,461,7.7,0.452,0.677,0.063,4.7,9,6.8,5.9,2.4,2.9,9.1,12.8,,0,0.6,0.6,0.059,,-3.8,1,-2.7,-0.1
Xavier Tillman Sr.\tillmxa01,PF,23,MEM,47,583,15.8,0.529,0.218,0.318,9.7,15.1,12.3,10.2,3.6,2.3,13.2,16.5,,0.5,1,1.6,0.129,,-0.9,2.1,1.2,0.5
Isaiah Todd\toddis01,PF,20,WAS,10,41,12.1,0.407,0.647,0.353,5.5,21.2,13.4,10.3,2.4,4.1,4.8,22.4,,-0.1,0.1,0,-0.004,,-0.3,0.1,-0.3,0
Obi Toppin\toppiob01,PF,23,NYK,64,993,16.9,0.593,0.327,0.261,6.6,18.8,12.6,10.3,1,2.5,10.8,20.1,,1.6,1.1,2.7,0.129,,0.5,0.1,0.6,0.7
Juan Toscano-Anderson\toscaju01,SF,28,GSW,69,935,11.3,0.557,0.375,0.313,3.4,15.9,9.8,17.8,2.3,1.5,19.8,14.8,,0.3,1.6,2,0.1,,-3,2.3,-0.7,0.3
Karl-Anthony Towns\townska01,C,26,MIN,68,2275,24.6,0.643,0.304,0.395,8.2,23.5,15.7,18.2,1.4,3.4,13.8,27.8,,6.9,3.1,10,0.212,,4.8,0.7,5.6,4.3
Gary Trent Jr.\trentga02,SG,23,TOR,62,2158,14.6,0.538,0.51,0.191,1.1,7.9,4.3,9,2.6,0.8,5.7,21.9,,2.6,2.1,4.8,0.106,,-0.2,0.3,0.1,1.1
P.J. Tucker\tuckepj01,PF,36,MIA,67,1881,11.3,0.594,0.46,0.144,5.8,15.9,10.9,10.4,1.5,0.8,12.8,11.8,,2.3,2.4,4.7,0.119,,-0.8,1.2,0.4,1.1
Rayjon Tucker\tuckera01,SG,24,DEN,3,29,13.7,0.798,1,2,4,11.2,7.7,16.8,1.7,0,0,5.7,,0.1,0,0.1,0.216,,0.6,1.3,1.9,0
Myles Turner\turnemy01,C,25,IND,42,1235,17.6,0.615,0.466,0.267,5.8,21,13.3,5.2,1.1,8.3,10.9,17.1,,1.7,1.5,3.3,0.127,,0.1,1.4,1.5,1.1
Jonas Valančiūnas\valanjo01,C,29,NOP,68,2081,21.4,0.614,0.174,0.302,11,31,20.9,13.9,0.9,2.7,14.2,24.1,,4.3,2.6,6.8,0.158,,2.2,-0.1,2.1,2.2
Denzel Valentine\valende01,SG,28,TOT,24,222,8.1,0.523,0.712,0,4.6,16,10.4,7,1.8,0,15.4,15.5,,-0.1,0.3,0.2,0.043,,-3.1,0.4,-2.7,0
Denzel Valentine\valende01,SG,28,CLE,22,204,8.5,0.516,0.71,0,5,15.3,10.3,7.6,1.7,0,13.9,15.6,,-0.1,0.3,0.2,0.049,,-2.7,0.3,-2.4,0
Denzel Valentine\valende01,SG,28,UTA,2,18,4.2,0.625,0.75,0,0,23.5,12.1,0,2.7,0,33.3,14.5,,0,0,0,-0.027,,-8,1.6,-6.4,0
Jarred Vanderbilt\vandeja01,PF,22,MIN,67,1722,15.8,0.612,0.039,0.361,12.2,24.2,18.1,6.9,2.5,2.4,14.5,10.9,,3,2.8,5.9,0.163,,-0.6,1.2,0.6,1.2
Fred VanVleet\vanvlfr01,PG,27,TOR,60,2273,17.9,0.56,0.58,0.202,1.9,11.6,6.5,27.2,2.1,1.3,12.3,23.7,,4.3,2.3,6.5,0.138,,3.5,0.2,3.8,3.3
Devin Vassell\vassede01,SF,21,SAS,64,1715,13.1,0.534,0.494,0.121,2.3,14.5,8.3,9.4,1.8,1.9,6.8,18.8,,1,1.7,2.7,0.076,,-0.6,-0.1,-0.7,0.6
Gabe Vincent\vincega01,PG,25,MIA,62,1483,10.7,0.545,0.629,0.107,1.7,7.3,4.5,19.8,2,0.9,15.3,18,,0.6,1.7,2.3,0.075,,-1.9,0.4,-1.5,0.2
Nikola Vučević\vucevni01,C,31,CHI,66,2208,18.7,0.537,0.291,0.103,6.6,30.9,18.9,15.4,1.4,2.7,10.1,24.5,,1.5,3.1,4.6,0.099,,1,0.2,1.2,1.8
Dean Wade\wadede01,PF,25,CLE,51,980,10.2,0.584,0.654,0.138,3.6,13.1,8.4,7.4,1.5,0.6,6.5,11.1,,1.2,1.2,2.3,0.114,,-1.8,1.3,-0.6,0.4
Franz Wagner\wagnefr01,SF,20,ORL,75,2363,14.7,0.557,0.279,0.226,3.7,11.9,7.8,15.5,1.4,1.3,10,21.2,,2.1,1.9,3.9,0.08,,-0.4,-0.3,-0.8,0.7
Moritz Wagner\wagnemo01,C,24,ORL,56,787,19.1,0.624,0.504,0.339,4.6,20,12.3,15.2,1,1.4,9.7,23.7,,1.7,0.8,2.5,0.152,,2.3,0,2.3,0.9
Ish Wainright\wainris01,PF,27,PHO,41,288,5.4,0.426,0.575,0.137,7.3,8.7,8,4.7,1.8,1.8,13.4,13.4,,-0.2,0.4,0.2,0.025,,-5.1,0.3,-4.8,-0.2
Kemba Walker\walkeke02,PG,31,NYK,37,948,14.1,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,,1,0.8,1.8,0.092,,0.7,-0.3,0.4,0.6
Lonnie Walker IV\walkelo01,SG,23,SAS,65,1505,12.2,0.511,0.454,0.19,1.2,10.4,5.7,13.1,1.2,1,7.9,23.6,,0.1,1,1.1,0.034,,-1.3,-1.6,-2.8,-0.3
M.J. Walker\walkemj01,SG,23,PHO,2,8,-3.3,0,0.5,0,0,13,6.7,13.8,12.1,0,0,21.6,,-0.1,0,0,-0.276,,-15.7,6.2,-9.6,0
Tyrone Wallace\wallaty01,SG,27,NOP,6,75,2.6,0.383,0.4,0.25,0,11.9,5.9,1.8,2,1.3,8.3,13.9,,-0.2,0.1,-0.1,-0.056,,-7.6,-0.5,-8.2,-0.1
Derrick Walton\waltode01,PG,26,DET,3,108,6,0.342,0.5,0.154,1.9,8.4,5,26.6,3.2,3.3,28.4,15.4,,-0.3,0.1,-0.2,-0.07,,-5.3,0.9,-4.4,-0.1
Brad Wanamaker\wanambr01,PG,32,TOT,23,320,7.6,0.472,0.221,0.325,2.1,11.5,6.7,22.6,1.1,1.6,20.7,14.9,,-0.1,0.1,0.1,0.009,,-5.3,-0.5,-5.8,-0.3
Brad Wanamaker\wanambr01,PG,32,IND,22,293,6.6,0.465,0.236,0.306,2.2,11.1,6.6,21.6,0.8,1.8,22,15.3,,-0.2,0.1,-0.1,-0.011,,-5.6,-1,-6.6,-0.3
Brad Wanamaker\wanambr01,PG,32,WAS,1,27,18.2,0.554,0,0.6,0,16.1,8.2,34.3,3.7,0,0,10.4,,0.1,0,0.1,0.218,,-1.8,4.7,2.9,0
Duane Washington Jr.\washidu02,PG,21,IND,42,843,9.6,0.51,0.5,0.137,0.4,9,4.7,13.7,1.2,0.2,11.6,22.7,,-0.4,0.2,-0.2,-0.01,,-2.4,-2.9,-5.4,-0.7
P.J. Washington\washipj01,PF,23,CHO,57,1528,13.3,0.575,0.598,0.158,4.9,15.7,10.2,10.9,1.6,3.2,12.6,15.9,,1.4,1.4,2.7,0.086,,-0.3,0.1,-0.2,0.7
Yuta Watanabe\watanyu01,SF,27,TOR,35,418,11.6,0.537,0.574,0.287,4.4,18.1,10.9,6.4,1,3.7,11.6,16.9,,0.2,0.5,0.6,0.073,,-1.7,-0.3,-2,0
Lindy Waters III\waterli01,SG,24,OKC,19,332,11,0.529,0.847,0.009,0.3,16,8,6.8,2.1,2,4.3,15.1,,0.1,0.4,0.5,0.069,,-2.3,-0.2,-2.4,0
Tremont Waters\watertr01,PG,24,TOT,3,50,5.5,0.357,0.643,0,0,9.2,4.3,18.3,5,0,22.2,15.5,,-0.1,0.1,0,-0.043,,-7.7,0,-7.7,-0.1
Tremont Waters\watertr01,PG,24,TOR,2,42,5.2,0.333,0.75,0,0,10.9,5.2,21.8,4.8,0,25,16.3,,-0.1,0.1,-0.1,-0.062,,-7.4,-0.7,-8.1,-0.1
Tremont Waters\watertr01,PG,24,WAS,1,8,7.3,0.5,0,0,0,0,0,0,6.2,0,0,11.1,,0,0,0,0.059,,-9.3,4,-5.4,0
Trendon Watford\watfotr01,SF,21,POR,48,869,15.9,0.59,0.142,0.352,6.9,18.5,12.5,14.5,1.4,3.2,12.5,17.5,,1.4,0.5,2,0.109,,-1.3,-0.4,-1.7,0.1
Paul Watson\watsopa01,SF,27,OKC,9,156,5.8,0.432,0.743,0.057,1.9,16,8.9,7.2,0.9,1.8,10,11,,-0.1,0.1,0,0.004,,-4.8,-0.6,-5.5,-0.1
Quinndary Weatherspoon\weathqu01,SG,25,GSW,9,68,13.2,0.676,0.2,0.25,3.3,18.7,11.2,8.8,0.7,1.4,11.9,16.2,,0.1,0.1,0.2,0.162,,-4.3,0.1,-4.2,0
Russell Westbrook\westbru01,PG,33,LAL,72,2481,14.7,0.505,0.216,0.322,4.4,18.9,11.6,31.7,1.4,0.7,17.7,27.2,,-0.8,2.2,1.4,0.028,,-1,-0.9,-1.9,0
Coby White\whiteco01,PG,21,CHI,54,1487,13.4,0.575,0.544,0.145,1.2,10.7,6,15.5,0.9,0.6,8.9,19.9,,1.8,0.8,2.6,0.083,,0.1,-1.6,-1.5,0.2
Derrick White\whitede01,SG,27,TOT,67,1961,15,0.539,0.458,0.279,1.9,10.6,6.2,23.4,1.5,2.4,11.2,20.1,,2.4,1.9,4.4,0.107,,0.3,0.6,0.9,1.4
Derrick White\whitede01,SG,27,SAS,49,1486,15.9,0.551,0.453,0.281,1.7,10.6,6.1,25.1,1.6,2.3,12,20.6,,2.1,1.2,3.3,0.107,,1.2,0.5,1.7,1.4
Derrick White\whitede01,SG,27,BOS,18,475,12.2,0.496,0.475,0.272,2.3,10.9,6.7,18.1,1.4,2.7,8.6,18.4,,0.4,0.7,1,0.106,,-2.4,0.9,-1.6,0
Hassan Whiteside\whiteha01,C,32,UTA,60,1086,22,0.66,0,0.493,15.3,30.1,23,3.1,1,7.3,12.2,16.8,,3,2.1,5.1,0.227,,0.2,1.3,1.5,1
Joe Wieskamp\wieskjo01,SG,22,SAS,24,160,8.6,0.519,0.76,0.18,2.6,3.3,2.9,5.6,0.9,1.6,3.6,14.7,,0.1,0.1,0.1,0.045,,-2.1,-1.4,-3.5,-0.1
Aaron Wiggins\wiggiaa01,SG,23,OKC,46,1085,9.9,0.55,0.421,0.228,4.3,10.9,7.5,7.5,1.3,0.9,11.9,14.4,,0.4,0.8,1.2,0.052,,-3.5,-0.5,-4,-0.6
Andrew Wiggins\wiggian01,SF,26,GSW,66,2101,15.3,0.558,0.392,0.22,4,11.2,7.7,11.1,1.6,2.2,8.7,23,,1.8,3,4.8,0.11,,0.5,0.1,0.6,1.4
Lindell Wigginton\wiggili01,PG,23,MIL,16,126,10.2,0.571,0.486,0.571,1.7,12.3,7.1,9.7,1.1,0.8,15.4,17.6,,0,0.1,0.1,0.05,,-2.6,-0.9,-3.5,0
Brandon Williams\willibr03,PG,22,POR,17,440,11.2,0.481,0.374,0.379,3.4,10.3,6.7,17.7,1.7,1.8,13.8,27,,-0.5,0.2,-0.3,-0.037,,-2.7,-3.1,-5.7,-0.4
Grant Williams\willigr01,PF,23,BOS,69,1645,11.8,0.648,0.615,0.207,3.9,11.7,7.8,6.1,1,2.7,10.8,12.4,,2.5,2.3,4.8,0.14,,-1,1.1,0,0.8
Kenrich Williams\willike04,SF,27,OKC,49,1072,13.4,0.532,0.382,0.174,7.1,14.1,10.5,15.4,2,0.9,11.9,15.6,,0.8,1.1,1.9,0.085,,-1.3,1,-0.3,0.5
Lou Williams\willilo02,PG,35,ATL,52,746,12.7,0.506,0.321,0.225,2.2,9.5,5.9,18.9,1.8,0.4,10.8,21.8,,0.3,0.3,0.6,0.039,,-1.7,-1.4,-3.1,-0.2
Patrick Williams\willipa01,PF,20,CHI,9,194,8.1,0.554,0.302,0.209,2.3,10.9,6.6,4.1,1.3,0.9,9.6,11.8,,0.1,0.1,0.2,0.043,,-3.5,-0.2,-3.7,-0.1
Robert Williams\williro04,C,24,BOS,60,1781,22,0.742,0.003,0.247,14.3,20.5,17.5,10,1.5,6.8,13.6,11.5,,5.9,3.8,9.7,0.262,,2.3,3,5.3,3.3
Ziaire Williams\willizi02,SF,20,MEM,55,1173,9,0.556,0.573,0.098,1.8,8.1,4.9,5.9,1.2,0.8,8.8,14.2,,0.8,0.9,1.8,0.072,,-2.7,-0.7,-3.4,-0.4
D.J. Wilson\wilsodj01,PF,25,TOR,4,54,28.1,0.773,0.133,0.667,1.9,31.9,16.1,14.6,4.6,1.8,9.3,17,,0.2,0.1,0.4,0.328,,1.9,3.1,5,0.1
Dylan Windler\windldy01,SF,25,CLE,44,392,9.3,0.552,0.723,0.157,5.5,15.4,10.6,9.3,1.4,0.7,13.6,11.6,,0.3,0.5,0.8,0.096,,-2.5,1.3,-1.2,0.1
Justise Winslow\winslju01,SF,25,TOT,48,774,13.2,0.479,0.257,0.257,6.9,20.9,14,16.1,2.2,2.9,14.6,18.9,,-0.3,1.1,0.8,0.049,,-2.7,0.9,-1.8,0
Justise Winslow\winslju01,SF,25,LAC,37,479,12.5,0.49,0.206,0.291,6.8,22.2,14.7,15.7,2.1,3.2,18.9,18,,-0.3,0.8,0.5,0.053,,-3.5,1.9,-1.7,0
Justise Winslow\winslju01,SF,25,POR,11,295,14.2,0.465,0.319,0.216,7.2,18.8,12.8,16.8,2.3,2.3,8.6,20.4,,0,0.2,0.3,0.042,,-1.3,-0.7,-2,0
Cassius Winston\winstca01,PG,23,WAS,5,27,10.8,0.727,0.833,0.333,0,0,0,25.7,0,0,12.7,13,,0.1,0,0.1,0.15,,-2.7,-2.1,-4.8,0
