Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Brandon Goodwin\goodwbr01,PG,26,CLE,30,441,13.3,0.506,0.37,0.237,3.6,12.5,8.1,28.8,2.6,0.2,16.8,18,,0.3,0.6,0.9,0.097,,-1.8,1.6,-0.2,0.2
Jordan Goodwin\goodwjo01,SG,23,WAS,2,6,-20.5,0,0.333,0,0,18.1,9.2,0,0,0,0,22.2,,-0.1,0,-0.1,-0.532,,-24.7,-9.4,-34.1,0
Aaron Gordon\gordoaa01,PF,26,DEN,69,2162,14.9,0.591,0.308,0.278,6.1,13.9,10.1,11.7,0.9,1.6,12.5,19.8,,2.7,1.8,4.5,0.1,,0.2,-1.1,-0.9,0.6
Eric Gordon\gordoer01,SG,33,HOU,57,1669,12.2,0.614,0.534,0.239,1,6.5,3.7,14.2,0.8,1,14.6,18.6,,1.5,-0.1,1.4,0.041,,0,-2.2,-2.3,-0.1
Devonte' Graham\grahade01,PG,26,NOP,69,2041,12.3,0.516,0.69,0.171,1.9,7.4,4.6,21.2,1.6,0.5,10.7,19.7,,1.6,1.2,2.7,0.065,,0.4,-1.2,-0.8,0.6
Jerami Grant\grantje01,PF,27,DET,47,1500,16.2,0.556,0.363,0.371,1.9,12.3,6.9,12.6,1.4,2.9,9.5,25.6,,1.3,1.2,2.5,0.079,,1.4,-0.3,1.1,1.2
Hassani Gravett\graveha01,PG,25,ORL,8,171,10.2,0.629,0.684,0.105,0.6,12.4,6.5,17.1,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,0.073,,-2.4,0.1,-2.2,0
Danny Green\greenda02,SF,34,PHI,53,1150,9,0.55,0.839,0.044,2.2,9.6,5.9,6.2,2.1,2.5,12,12.4,,0.1,1.3,1.4,0.058,,-1.7,0.8,-0.9,0.3
Draymond Green\greendr01,PF,31,GSW,39,1132,14.2,0.573,0.227,0.352,4.1,23,13.8,32.6,2.2,3.5,32.1,14.2,,0.7,2.3,3,0.127,,-1.3,4.5,3.2,1.5
Jalen Green\greenja05,SG,19,HOU,60,1868,11.6,0.535,0.476,0.241,1.7,9.9,5.8,13.2,1,0.8,12.1,23,,-0.1,0.2,0.1,0.002,,-1.1,-2.3,-3.4,-0.7
JaMychal Green\greenja01,PF,31,DEN,62,1000,14.1,0.581,0.397,0.283,8.4,20.3,14.6,7.3,2,2.3,13.5,17.6,,1,1.4,2.4,0.115,,-2,0.2,-1.8,0
Javonte Green\greenja02,SF,28,CHI,57,1369,13.9,0.64,0.319,0.306,7,13.1,10.1,5.4,2,1.9,7.9,11.4,,2.7,1.3,4,0.141,,-0.6,0.6,0,0.7
Jeff Green\greenje02,C,35,DEN,70,1728,12.5,0.623,0.319,0.367,2.7,11.1,7,7.2,0.7,1.3,10.2,16.4,,2.5,1.2,3.7,0.102,,-1.2,-1.3,-2.5,-0.2
Josh Green\greenjo02,SG,21,DAL,59,911,12,0.568,0.279,0.19,5.9,11.2,8.5,11.4,2.2,1.3,13.4,14,,0.8,1.3,2.1,0.112,,-2.4,1.5,-1,0.2
Blake Griffin\griffbl01,PF,32,BRK,55,952,14,0.52,0.462,0.244,7,18.7,13,15.1,1.4,1.3,8.2,17,,1.2,0.9,2.1,0.107,,-0.4,0,-0.5,0.4
Quentin Grimes\grimequ01,SG,21,NYK,45,770,11,0.573,0.804,0.083,3.1,9.5,6.3,8.3,2,1.4,10.5,15.2,,0.6,0.8,1.4,0.088,,-1,0.8,-0.2,0.4
Kyle Guy\guyky01,SG,24,MIA,19,186,9.6,0.526,0.615,0.185,2.5,7.8,5.2,13.6,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.035,,-3,-0.4,-3.4,-0.1
Rui Hachimura\hachiru01,PF,23,WAS,33,677,14.9,0.583,0.328,0.159,3,15.6,9.4,7.5,1.5,0.6,8.2,20.8,,0.6,0.5,1.1,0.075,,0.1,-1.6,-1.5,0.1
Tyrese Haliburton\halibty01,SG-PG,21,TOT,70,2440,17.6,0.583,0.438,0.194,2.4,10.3,6.3,33.3,2.4,1.5,16.7,18.7,,4.3,1.7,6,0.117,,2.4,-0.1,2.3,2.6
Tyrese Haliburton\halibty01,SG,21,SAC,51,1757,17.1,0.575,0.43,0.177,2.4,10,6.2,31.3,2.4,1.7,15.4,18.2,,2.9,1.2,4.1,0.111,,2.3,0.3,2.6,2
Tyrese Haliburton\halibty01,PG,21,IND,19,683,18.7,0.601,0.457,0.237,2.4,10.8,6.6,38.5,2.4,1.1,19.7,20,,1.4,0.5,1.9,0.133,,2.9,-1.2,1.7,0.6
Tyler Hall\hallty01,SG,24,NYK,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.003,,-8,-0.5,-8.6,0
R.J. Hampton\hamptrj01,SG,20,ORL,57,1208,8.7,0.483,0.408,0.264,1.6,13.3,7.4,16.7,1.6,1,15,18.2,,-1.1,1,-0.1,-0.002,,-3.8,0.2,-3.6,-0.5
Tim Hardaway Jr.\hardati02,SG,29,DAL,42,1245,12.9,0.52,0.574,0.194,1.1,12.8,6.9,11.5,1.5,0.4,5.6,22,,0.6,1.5,2.1,0.079,,-0.4,0.2,-0.3,0.5
James Harden\hardeja01,PG-SG,32,TOT,57,2115,21.5,0.587,0.44,0.539,2.5,20.5,11.7,40.1,1.8,1.4,18.9,27.9,,4.4,2.4,6.8,0.155,,4,0.6,4.6,3.5
James Harden\hardeja01,PG,32,BRK,44,1627,20.6,0.576,0.435,0.496,2.9,20.4,11.8,39.9,1.7,1.7,19.8,28.4,,2.7,1.8,4.4,0.13,,3.8,0.4,4.2,2.5
James Harden\hardeja01,SG,32,PHI,13,488,24.3,0.626,0.462,0.709,1.4,20.9,11.3,40.8,2.1,0.6,15.6,26.1,,1.7,0.7,2.4,0.236,,4.8,1.3,6.1,1
Maurice Harkless\harklma01,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.8,7.1,3.6,1.6,2.4,13.8,11.1,,-0.1,0.5,0.5,0.027,,-3.6,0.3,-3.3,-0.3
Jared Harper\harpeja01,PG,24,NOP,2,10,21.1,0.5,0.286,0,10.8,0,5.5,56.6,0,9.6,12.5,34.4,,0,0,0,0.109,,5,-1.6,3.4,0
Montrezl Harrell\harremo01,C,28,TOT,64,1519,23.5,0.677,0.033,0.548,10.1,19.3,14.7,13.5,0.8,2.3,9.2,20.5,,5.7,1.2,6.9,0.218,,3.9,0.1,4,2.3
Montrezl Harrell\harremo01,C,28,WAS,46,1117,24.1,0.684,0.039,0.535,9.6,20.7,15.2,14.1,0.8,2.3,9.6,20.8,,4.2,0.9,5.1,0.221,,4.3,0.5,4.8,1.9
Montrezl Harrell\harremo01,C,28,CHO,18,402,22.1,0.66,0.015,0.585,11.6,15.2,13.4,12,0.8,2.1,8.1,19.5,,1.5,0.2,1.7,0.208,,2.7,-1,1.7,0.4
Gary Harris\harriga01,SG,27,ORL,61,1730,11,0.571,0.546,0.172,2.2,5.3,3.7,9.6,1.6,0.5,9.3,16.4,,1.2,1,2.2,0.062,,-2,-0.4,-2.4,-0.2
Joe Harris\harrijo01,SF,30,BRK,14,423,9.7,0.624,0.71,0.048,1.3,12.9,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.06,,-0.8,-0.6,-1.4,0.1
Tobias Harris\harrito02,PF,29,PHI,64,2234,16.3,0.563,0.254,0.211,3.5,18.2,10.9,16.2,0.8,1.5,9.3,22.1,,2.7,2.2,5,0.107,,0.8,-0.7,0.1,1.2
Shaquille Harrison\harrish01,SG,28,BRK,2,23,4.6,0.333,0.333,0,4.8,14,9.5,16.7,2.1,3.9,25,15,,-0.1,0,0,-0.068,,-8.9,0.6,-8.3,0
Josh Hart\hartjo01,SG-SF,26,TOT,54,1791,16.2,0.61,0.374,0.371,3.7,20.4,11.9,19,1.7,0.7,14.7,18.7,,2.9,1.6,4.5,0.12,,0.5,0.4,1,1.4
Josh Hart\hartjo01,SG,26,NOP,41,1374,15.2,0.604,0.337,0.399,4.2,21.5,12.7,17.8,1.6,0.8,15.1,16.7,,2.1,1.4,3.5,0.121,,-0.1,0.9,0.7,1
Josh Hart\hartjo01,SF,26,POR,13,417,19.5,0.622,0.454,0.311,2.3,16.6,9.2,23,1.9,0.5,13.7,25,,0.8,0.2,1,0.118,,2.8,-1.1,1.7,0.4
Isaiah Hartenstein\harteis01,C,23,LAC,61,1051,22,0.657,0.05,0.367,10.2,17.9,14.2,19.8,2.2,5.8,16.6,18.6,,2.6,1.9,4.5,0.205,,0.9,3.3,4.2,1.6
Udonis Haslem\hasleud01,C,41,MIA,10,59,14.5,0.576,0.087,0.13,7.8,26.5,17.2,8.4,0.8,1.8,11,20.6,,0.1,0.1,0.2,0.124,,-2.5,0.6,-1.9,0
Sam Hauser\hausesa01,SF,24,BOS,20,93,9.8,0.569,0.966,0,2.4,14.7,8.7,6.1,0.5,1,6.5,14.7,,0.1,0.1,0.2,0.101,,-0.4,-0.8,-1.2,0
Jaxson Hayes\hayesja02,C,21,NOP,62,1217,18.3,0.695,0.127,0.494,8.7,16.5,12.6,4.5,1.1,4,11.1,16,,3.3,1.2,4.5,0.176,,0.3,-0.2,0.1,0.7
Killian Hayes\hayeski01,PG,20,DET,58,1433,8.6,0.45,0.367,0.182,2.4,11.9,6.9,25.1,2.1,1.9,20.4,15.1,,-1.1,1.2,0.2,0.006,,-4.5,0.6,-3.8,-0.7
Gordon Hayward\haywago01,SF,31,CHO,48,1547,15.2,0.571,0.357,0.244,2.5,12.7,7.5,16.2,1.4,1.3,10.6,20.8,,2,1,2.9,0.091,,0.1,-0.8,-0.7,0.5
Aaron Henry\henryaa01,SF,22,PHI,6,17,-7.4,0.2,0.2,0,0,6.4,3.3,0,0,10.6,28.6,18.5,,-0.1,0,-0.1,-0.307,,-14,-2.5,-16.5,-0.1
Juancho Hernangómez\hernaju01,PF,26,TOT,33,291,8.2,0.441,0.723,0.385,7.2,16.7,12,5.3,1.7,2.7,15.6,13.5,,-0.2,0.4,0.2,0.032,,-3.2,0,-3.2,-0.1
Juancho Hernangómez\hernaju01,PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.3,17.6,14,4,2.1,1.9,16.2,17,,-0.3,0.2,-0.1,-0.05,,-6.9,-1.5,-8.3,-0.2
Juancho Hernangómez\hernaju01,PF,26,SAS,5,51,9.1,0.451,0.5,0.667,8.1,22.9,15.4,6.9,0.9,1.6,20.5,8.1,,0,0.1,0.1,0.053,,-2.4,-0.2,-2.6,0
Juancho Hernangómez\hernaju01,PF,26,UTA,10,144,10.7,0.55,0.813,0.375,4.7,13.9,9.5,5.5,1.7,3.7,13.9,13.1,,0.1,0.2,0.2,0.08,,-1,1.1,0,0.1
Willy Hernangómez\hernawi01,C,27,NOP,45,731,22.5,0.591,0.039,0.432,17.9,26.1,22,11.4,1.3,2.4,11.9,22.7,,1.9,0.9,2.8,0.183,,1.9,-1.3,0.6,0.5
Tyler Herro\herroty01,SG,22,MIA,60,1958,16.2,0.557,0.389,0.199,1.8,14.6,8.2,20.4,1.1,0.4,12.1,29,,1.2,2.2,3.4,0.082,,1.6,-1,0.6,1.3
Buddy Hield\hieldbu01,SG,29,TOT,74,2253,12.8,0.544,0.655,0.121,2.7,12.8,7.7,13.2,1.4,0.8,11.2,22.4,,0.7,1,1.8,0.038,,0.5,-1.6,-1.2,0.5
Buddy Hield\hieldbu01,SG,29,SAC,55,1574,12,0.54,0.714,0.133,2.9,12.5,7.6,9.9,1.5,0.8,10.9,22.4,,0.1,0.7,0.8,0.026,,0.2,-1.5,-1.3,0.3
Buddy Hield\hieldbu01,SG,29,IND,19,679,14.6,0.552,0.518,0.094,2.3,13.5,7.8,20.7,1.4,0.9,11.9,22.3,,0.6,0.3,0.9,0.066,,0.9,-1.8,-0.9,0.2
Haywood Highsmith\highsha01,SF,25,MIA,15,114,6.8,0.486,0.654,0.154,7,12.7,9.9,2.4,0.4,1.9,6.7,11.6,,0,0.1,0.1,0.059,,-2.7,-0.6,-3.4,0
George Hill\hillge01,SG,35,MIL,47,1142,10.6,0.562,0.5,0.213,3.3,9.6,6.6,12.5,1.6,0.5,11.8,11.8,,1.3,0.9,2.2,0.094,,-1.9,0.6,-1.3,0.2
Malcolm Hill\hillma01,SF-SG,26,TOT,17,197,13.2,0.635,0.694,0.286,6.3,11.8,9.1,3.4,1.5,1.3,3.5,12.8,,0.4,0.1,0.6,0.138,,-0.8,-0.7,-1.5,0
Malcolm Hill\hillma01,SG,26,ATL,3,46,19.1,0.871,0.625,0.5,4.8,9.5,7.1,2.9,4.3,1.9,0,9.3,,0.2,0.1,0.2,0.251,,0.3,3.5,3.9,0.1
Malcolm Hill\hillma01,SF,26,CHI,14,151,11.5,0.584,0.707,0.244,6.7,12.5,9.6,3.5,0.6,1.1,4.2,13.8,,0.2,0.1,0.3,0.103,,-1.2,-2,-3.2,0
Solomon Hill\hillso01,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.7,13.3,9.1,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.008,,-5.1,1.1,-4.1,-0.1
Nate Hinton\hintona01,SG,22,IND,2,2,-45.3,0,0,0,0,0,0,0,0,0,50,42.9,,-0.1,0,-0.1,-1.231,,-28.1,-14.4,-42.5,0
Jaylen Hoard\hoardja01,SF,22,OKC,1,2,5.9,0,0,0,50.4,52,51.2,0,0,0,0,21.6,,0,0,0,-0.208,,-3.6,-9.3,-12.9,0
Aaron Holiday\holidaa01,PG,25,TOT,58,953,13.2,0.561,0.295,0.188,2.3,10.2,6.4,20.8,2.1,0.8,15.5,18.2,,0.7,0.9,1.6,0.079,,-1.6,0.4,-1.2,0.2
Aaron Holiday\holidaa01,PG,25,WAS,41,663,11.4,0.547,0.313,0.164,1.5,9.5,5.6,17.3,1.8,1.1,14.5,18,,0.1,0.4,0.6,0.04,,-2.4,0.2,-2.2,0
Aaron Holiday\holidaa01,PG,25,PHO,17,290,17.3,0.591,0.255,0.245,4.2,11.9,8.2,28.7,2.7,0,17.4,18.8,,0.6,0.4,1,0.168,,0.3,0.7,1,0.2
Jrue Holiday\holidjr01,PG,31,MIL,60,1988,20,0.596,0.328,0.188,3.4,10.6,7.1,31.7,2.3,1.3,15.2,23.8,,4.2,2.2,6.4,0.154,,3,0.2,3.1,2.6
Justin Holiday\holidju01,SF-SG,32,TOT,67,1917,9.7,0.544,0.731,0.095,1.6,8.7,5.1,8.6,1.3,1.5,9.4,15.9,,0.8,0.7,1.5,0.037,,-1.3,-0.9,-2.1,-0.1
Justin Holiday\holidju01,SF,32,IND,49,1416,10.4,0.568,0.734,0.09,1.4,9.2,5.3,8.9,1.2,1.1,9.3,15.9,,1.1,0.5,1.5,0.052,,-0.8,-0.8,-1.6,0.1
Justin Holiday\holidju01,SG,32,SAC,18,501,7.6,0.477,0.722,0.111,2.1,7.3,4.7,7.9,1.3,2.6,9.6,16.1,,-0.3,0.2,-0.1,-0.005,,-2.6,-1.1,-3.7,-0.2
Richaun Holmes\holmeri01,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,23,16,6.8,0.8,3.3,14.2,15.8,,2.4,0.8,3.3,0.146,,-0.3,-0.2,-0.5,0.4
Rodney Hood\hoodro01,SF-SG,29,TOT,48,661,6.9,0.473,0.576,0.113,2.5,9.2,5.9,6.8,1,0.8,5.9,10.9,,0.1,0.4,0.6,0.041,,-3.2,-0.3,-3.5,-0.2
Rodney Hood\hoodro01,SF,29,MIL,39,581,6.8,0.47,0.611,0.107,2.4,9.6,6.1,6.6,1,0.7,4.9,10.6,,0.1,0.4,0.5,0.044,,-3.2,-0.2,-3.5,-0.2
Rodney Hood\hoodro01,SG,29,LAC,9,80,8.1,0.492,0.35,0.15,2.7,6.4,4.6,8.7,1.2,2.1,12.3,13.4,,0,0.1,0,0.023,,-3,-0.8,-3.8,0
Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.1,0.5,0.25,0,0,5.8,2.8,8.2,0,0,33.3,14.4,,-0.1,0,0,-0.13,,-8.7,-2.9,-11.6,0
Al Horford\horfoal01,C,35,BOS,64,1853,16.2,0.558,0.473,0.173,5.7,21.9,14,16.4,1.2,4.3,9.8,15.1,,3,3.5,6.6,0.17,,1.1,2.7,3.8,2.7
Talen Horton-Tucker\hortota01,SG,21,LAL,52,1327,10,0.493,0.347,0.217,2.7,11,6.9,14.6,1.7,1.8,13.3,18.5,,-0.5,1.1,0.6,0.022,,-3.6,-0.2,-3.9,-0.6
Danuel House Jr.\houseda01,SF,28,TOT,36,582,11.1,0.559,0.572,0.283,2.9,14.5,8.8,9.8,1.2,2,12.3,15.1,,0.4,0.5,0.9,0.073,,-0.9,-0.1,-1,0.1
Danuel House Jr.\houseda01,SF,28,HOU,16,233,6.9,0.467,0.459,0.257,1.9,18.5,10.2,11.6,1,1.9,17.9,18.3,,-0.3,0.1,-0.2,-0.048,,-4.8,-0.8,-5.5,-0.2
Danuel House Jr.\houseda01,SF,28,NYK,1,3,-13.4,0,1,0,0,0,0,0,0,0,0,14.6,,0,0,0,-0.345,,-12.6,-7.9,-20.5,0
Danuel House Jr.\houseda01,SF,28,UTA,19,346,14.1,0.644,0.667,0.31,3.6,11.9,7.9,8.7,1.3,2,6.8,12.9,,0.8,0.3,1.1,0.159,,1.8,0.4,2.2,0.4
Dwight Howard\howardw01,C,36,LAL,52,788,18,0.647,0.052,0.669,14.3,25.6,20,5.3,1.8,3.7,15.9,14.4,,1.7,1.2,2.8,0.172,,-0.7,0.2,-0.5,0.3
Markus Howard\howarma02,SG,22,DEN,29,149,15.4,0.57,0.732,0.183,0,6.5,3.4,6.2,2.6,0,6.3,27.9,,0.1,0.1,0.2,0.075,,1.2,-1.2,0,0.1
Kevin Huerter\huertke01,SG,23,ATL,66,1946,11.3,0.555,0.533,0.068,1.7,11,6.4,13.1,1.2,1.1,10.7,17.5,,1.2,0.8,2,0.049,,-0.9,-0.9,-1.8,0.1
Jay Huff\huffja01,C,23,LAL,4,20,0.6,0,0.667,0,5.4,16,10.7,5.8,2.4,4.5,25,8.6,,-0.1,0,0,-0.115,,-8.3,0.9,-7.3,0
Elijah Hughes\hugheel01,SG-SF,23,TOT,30,332,6.3,0.449,0.676,0.054,1.6,14.7,8.1,6.8,1.3,1.7,10.3,16.5,,-0.4,0.2,-0.2,-0.023,,-4.3,-1.5,-5.8,-0.3
Elijah Hughes\hugheel01,SF,23,UTA,14,112,10.6,0.576,0.778,0.083,2,14.1,8.3,7.6,1.8,0.8,15.8,17.2,,0,0.1,0.1,0.062,,-1.1,-0.3,-1.5,0
Elijah Hughes\hugheel01,SG,23,POR,16,220,4.2,0.387,0.627,0.04,1.4,14.9,8,6.5,1.1,2.2,7.3,16.2,,-0.4,0.1,-0.3,-0.067,,-5.9,-2.1,-8,-0.3
De'Andre Hunter\huntede01,SF,24,ATL,46,1378,11,0.552,0.347,0.287,1.8,9.9,5.8,6.4,1.3,1.2,9.6,19.6,,0.6,0.5,1.1,0.038,,-2.2,-1.4,-3.5,-0.5
Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1,0.694,0,1,0,23.7,12.2,10.5,0,0,58.1,13.5,,-0.1,0,0,-0.086,,-7.9,-0.5,-8.4,0
Bones Hyland\hylanbo01,PG,21,DEN,62,1146,13.8,0.555,0.62,0.215,1.1,15,8.3,19.7,1.5,1.2,12.2,23.8,,0.8,1.2,1.9,0.081,,0,-0.7,-0.7,0.4
Serge Ibaka\ibakase01,C-PF,32,TOT,51,835,14.5,0.575,0.339,0.155,7.4,22,14.9,8.2,0.6,3.5,11.9,17.9,,0.8,1.1,1.8,0.105,,-1.3,-0.2,-1.5,0.1
Serge Ibaka\ibakase01,C,32,LAC,35,538,15,0.567,0.323,0.151,8,21.1,14.7,10.3,0.6,4.1,13.9,19.4,,0.3,0.7,1.1,0.094,,-1.3,0.2,-1.1,0.1
Serge Ibaka\ibakase01,PF,32,MIL,16,297,13.6,0.594,0.374,0.165,6.2,23.6,15.1,4.3,0.6,2.3,7.6,15.2,,0.4,0.3,0.8,0.126,,-1.4,-0.7,-2.2,0
Andre Iguodala\iguodan01,SF,38,GSW,26,518,13,0.491,0.598,0.157,4.1,13.7,9.1,25,2.1,3.9,17.4,11.1,,0.6,0.9,1.5,0.136,,-0.3,3.7,3.4,0.7
Joe Ingles\inglejo01,SF,34,UTA,45,1122,10.1,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,,1.3,0.9,2.2,0.093,,-0.7,0.4,-0.2,0.5
Brandon Ingram\ingrabr01,SF,24,NOP,50,1712,18.7,0.552,0.236,0.304,2.1,16.4,9.1,27.7,0.9,1.3,11.6,29.4,,2.3,1.2,3.5,0.098,,2.7,-0.6,2.1,1.8
Kyrie Irving\irvinky01,PG,29,BRK,21,760,23.8,0.613,0.367,0.233,1.8,11.7,6.8,25.6,1.9,1.6,9.2,29.6,,2.2,0.6,2.9,0.181,,5.4,-1,4.4,1.2
Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.2,0.557,0.278,0.222,4,13.3,8.7,0,0.6,0,4.8,11.1,,0.1,0,0.1,0.044,,-4,-2.7,-6.7,-0.1
Frank Jackson\jacksfr01,PG,23,DET,45,998,10.2,0.529,0.592,0.194,1.5,6.5,3.9,6.9,1.1,0.8,7.3,20.7,,0.2,0.4,0.5,0.025,,-1.8,-1.6,-3.3,-0.3
Isaiah Jackson\jacksis01,PF,20,IND,31,414,21,0.592,0.079,0.436,13.5,20.5,17,3.5,2,8.6,13.6,23.6,,0.5,0.6,1.1,0.131,,-1.6,0.1,-1.4,0
Jaren Jackson Jr.\jacksja02,PF,22,MEM,74,2017,17.3,0.537,0.384,0.331,5.9,16.6,11.1,5.5,1.7,7.4,9.9,25.5,,1.8,3.5,5.2,0.125,,-0.8,0.6,-0.1,0.9
Josh Jackson\jacksjo02,SF,24,TOT,45,726,9.4,0.49,0.454,0.223,2.4,16.9,9.3,10.7,1.5,2.4,12.6,19.3,,-0.6,0.6,0.1,0.003,,-3.9,-0.3,-4.2,-0.4
Josh Jackson\jacksjo02,SF,24,DET,39,707,10,0.501,0.45,0.223,2.5,17,9.4,10.8,1.4,2.3,12.1,19,,-0.4,0.6,0.2,0.016,,-3.5,-0.2,-3.7,-0.3
Josh Jackson\jacksjo02,SF,24,SAC,6,19,-11.5,0.202,0.556,0.222,0,11.6,5.7,6.7,2.5,4.5,23.3,29,,-0.2,0,-0.2,-0.448,,-19.4,-3.8,-23.2,-0.1
Justin Jackson\jacksju01,SF,26,TOT,7,37,7.8,0.472,0.6,0.133,3,16.9,10.2,7.1,0,0,5.9,19.8,,0,0,0,0.033,,-2.1,-1.2,-3.3,0
Justin Jackson\jacksju01,SF,26,BOS,1,2,23,0.532,0,2,0,0,0,0,0,0,0,41.5,,0,0,0,0.254,,1.9,-4.5,-2.6,0
Justin Jackson\jacksju01,SF,26,PHO,6,35,6.9,0.464,0.643,0,3.2,17.9,10.8,7.5,0,0,6.7,18.5,,0,0,0,0.02,,-2.4,-1,-3.3,0
Reggie Jackson\jacksre01,SG,31,LAC,70,2174,12.5,0.49,0.418,0.136,1.9,10.5,6.3,25,1.2,0.5,11.7,27.6,,-1.4,1.8,0.4,0.01,,-1.1,-1.6,-2.7,-0.4
LeBron James\jamesle01,SF,37,LAL,54,2003,26.3,0.617,0.365,0.272,3.3,20.3,11.8,30.9,1.7,2.6,12.4,32.1,,5.2,2.3,7.5,0.18,,6.8,0.8,7.7,4.9
DeJon Jarreau\jarrede01,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.018,,-6.5,-1.4,-7.9,0
DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.4,0.5,0.5,0,0,23.6,11.6,14,0,0,0,9.1,,0,0,0,0.1,,-5.8,0.8,-5,0
Ty Jerome\jeromty01,SG,24,OKC,48,801,11.4,0.488,0.567,0.143,2.4,7.7,5,21.4,1.8,0.6,9.6,20.8,,0,0.6,0.6,0.035,,-2.1,-0.2,-2.3,-0.1
Isaiah Joe\joeis01,SG,22,PHI,51,566,7.3,0.507,0.765,0.16,1.2,8.5,4.9,8.2,1.1,0.5,8.4,15.1,,0,0.4,0.4,0.032,,-3.2,-1.4,-4.6,-0.4
Alize Johnson\johnsal02,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.7,21.8,20.3,7,1.5,0,21.3,14.8,,0,0.2,0.2,0.044,,-3.6,-1.9,-5.5,-0.1
Alize Johnson\johnsal02,PF,25,CHI,16,121,10.3,0.537,0.087,0.304,14.9,18.3,16.7,8.6,1.2,0,23.5,12.4,,0.1,0.1,0.2,0.067,,-3.4,-0.7,-4,-0.1
Alize Johnson\johnsal02,PF,25,WAS,3,18,5.8,0.311,0.333,0.167,31.1,42.2,36.7,0,0,0,31.8,23.3,,-0.1,0,-0.1,-0.181,,-7.7,-8.4,-16.1,-0.1
Alize Johnson\johnsal02,PF,25,NOP,4,28,16,0.383,0,0.4,27.1,23.9,25.5,4.9,3.5,0,7.8,19.6,,0,0,0.1,0.09,,-1.8,-3,-4.8,0
B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.2,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.6,,0.1,0,0.1,0.067,,-0.6,-4,-4.6,0
Cameron Johnson\johnsca02,PF,25,PHO,60,1579,16.2,0.648,0.647,0.186,2.5,13.9,8.4,7.6,1.5,0.8,5.7,17.2,,3.6,2.2,5.8,0.175,,2.8,0.8,3.6,2.2
David Johnson\johnsda08,SG,20,TOR,2,2,-20.1,0,1,0,0,0,0,0,0,0,0,21.4,,0,0,0,-0.498,,-18.9,-8.8,-27.7,0
Jalen Johnson\johnsja05,PF,20,ATL,18,94,11.8,0.587,0.355,0.226,2.3,25.5,14,3.1,1,1,15,18.7,,0,0.1,0.1,0.03,,-2.8,-1,-3.8,0
James Johnson\johnsja01,PF,34,BRK,58,1123,10.6,0.517,0.278,0.177,4.9,14.6,9.8,14.6,1.3,2.5,12.5,14.1,,0.6,1,1.6,0.068,,-2.6,0.4,-2.2,-0.1
Joe Johnson\johnsjo02,SG,40,BOS,1,2,39.1,1,0,0,0,0,0,0,0,0,0,22.1,,0,0,0,0.337,,12.2,2.7,14.9,0
Keldon Johnson\johnske04,SF,22,SAS,68,2153,14.8,0.572,0.387,0.219,3.5,16.8,10.1,8.6,1.1,0.5,7.8,20.8,,2.5,1.6,4.1,0.092,,0.5,-1.3,-0.7,0.7
Keon Johnson\johnske07,SG,19,TOT,29,449,7.4,0.434,0.325,0.237,4.3,9.8,7,12.3,1.8,1.5,13,20.8,,-0.7,0.3,-0.4,-0.043,,-4.8,-1.8,-6.6,-0.5
Keon Johnson\johnske07,SG,19,LAC,15,135,9.5,0.44,0.216,0.412,4.8,11.5,8.2,13.8,2.5,1.3,10.4,21.9,,-0.1,0.2,0,0.016,,-6,0.2,-5.8,-0.1
Keon Johnson\johnske07,SG,19,POR,14,314,6.5,0.431,0.373,0.161,4,9,6.5,11.7,1.6,1.6,14.3,20.3,,-0.5,0.1,-0.4,-0.068,,-4.3,-2.7,-7,-0.4
Stanley Johnson\johnsst04,PF,25,LAL,39,852,11.2,0.574,0.409,0.217,3.3,11.9,7.6,10.6,2,1.4,9.2,12,,1,0.8,1.7,0.097,,-2.5,0.5,-2.1,0
Tyler Johnson\johnsty01,PG,29,TOT,6,91,7.2,0.425,0.65,0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,,0,0.1,0.1,0.033,,-3.8,0.8,-3,0
